-1.0,0.11062000000000001,0.00101833,1.1571,0.8347899999999999,116.35,0.57467,1.29401,1.3552,7.7537,1.4677,1004.43,10.6449
-1.0,0.10940899999999999,0.00100503,1.1515,0.8269299999999999,116.31299999999999,0.56853,1.2803,1.3396,7.7535,1.4534,998.7,10.5836
-1.0,0.11123499999999999,0.00101317,1.1617,0.82642,115.973,0.56929,1.27715,1.3367,7.7537,1.4547,994.61,10.5898
-1.0,-1.0,-1.0,1.1648,0.82324,114.398,0.56508,1.26968,1.3288,7.7535,1.4473,989.64,10.5699
-1.0,0.10989000000000002,0.00100402,1.1692,0.8288700000000001,114.695,0.56677,1.27949,1.3305,7.751,1.4447,977.59,10.5619
-1.0,0.11062000000000001,0.00098039,1.1628,0.82915,114.641,0.56689,1.28062,1.3356,7.751,1.4432,982.1,10.5998
-1.0,0.11235999999999999,-1.0,1.158,0.8240200000000001,113.965,0.56684,1.2732299999999999,1.3228,7.7513,1.4346,984.69,10.6141
-1.0,0.11111099999999999,0.00098328,1.1625,0.83095,114.318,0.56785,1.2861,1.3318,7.7513,1.443,974.43,10.5682
-1.0,0.11098800000000002,-1.0,1.1613,0.82614,114.448,0.56448,1.28052,1.3277,7.7516,1.4337,987.5,10.5765
-1.0,0.10881400000000001,0.00095329,1.1578,0.8251700000000001,114.975,0.56619,1.27962,1.3259,7.7537,1.4334,982.85,10.5542
-1.0,0.11068099999999999,0.00096712,1.1643,0.82815,115.805,0.56726,1.28312,1.3305,7.7537,1.4489,989.21,10.5462
-1.0,0.112676,0.00097371,1.1726,0.8276399999999999,115.35700000000001,0.5675399999999999,1.28251,1.3357,7.7535,1.4561,992.05,10.5735
-1.0,0.112296,0.00096246,1.1657,0.8252700000000001,115.074,0.5674399999999999,1.2817,1.3391,7.7539,1.4744,981.23,10.5493
-1.0,0.110132,0.00095694,1.1534,0.82634,115.40899999999999,0.56614,1.2825600000000001,1.3387,7.7547,1.4744,986.66,10.5237
-1.0,0.112045,0.00095969,1.1512,0.81455,114.67299999999999,0.5604899999999999,1.26062,1.3293,7.7545,1.4626,981.42,10.5229
-1.0,0.11111099999999999,0.00095877,1.1549,0.81394,114.539,0.55925,1.25971,1.3305,7.7557,1.4671,975.42,10.5086
-1.0,0.106101,0.00094518,1.1483,0.8163699999999999,115.755,0.55952,1.26367,1.3272,7.7568,1.4604,969.03,10.4963
-1.0,0.105374,0.00095057,1.1503,0.81779,116.275,0.5609,1.26867,1.3278,7.7564,1.4601,969.08,10.505
-1.0,0.103199,0.00094518,1.1474,0.82434,117.166,0.56405,1.27958,1.3305,7.7565,1.4641,970.73,10.4594
-1.0,0.103573,0.00093197,1.1443,0.82704,117.545,0.5653699999999999,1.28659,1.3342,7.7573,1.4667,970.57,10.4407
-1.0,0.100908,0.00093284,1.1439,0.8225899999999999,116.90299999999999,0.56137,1.27881,1.3209,7.7573,1.4591,961.26,10.4466
-1.0,0.102354,0.0009311,1.1402,0.8270700000000001,117.86200000000001,0.56253,1.2843,1.3261,7.757,1.4588,962.19,10.4318
-1.0,0.101833,0.00092678,1.1432,0.8264299999999999,118.28200000000001,0.56158,1.2845,1.325,7.7567,1.4509,972.11,10.4881
-1.0,0.101937,0.00092678,1.1471,0.8320799999999999,118.95700000000001,0.5675100000000001,1.29455,1.3352,7.7578,1.4561,970.47,10.495
-1.0,0.102459,0.00093023,1.1457,0.8354799999999999,118.948,0.57268,1.30105,1.3468,7.7583,1.4679,962.77,10.463
-1.0,0.102881,0.00094162,1.1491,0.83516,118.02600000000001,0.57326,1.2982799999999999,1.3448,7.7592,1.4655,968.07,10.4749
-1.0,0.10781700000000001,0.00095238,1.1536,0.83795,118.695,0.5745600000000001,1.30321,1.3529,7.7622,1.4754,971.86,10.5255
-1.0,0.10526300000000001,0.00093809,1.1453,0.83586,118.671,0.5744,1.30104,1.3523,7.7615,1.4769,973.07,10.4785
-1.0,0.10471199999999999,0.00094162,1.1542,0.83905,117.62,0.57297,1.30522,1.3555,7.7592,1.4726,967.48,10.5118
-1.0,0.107991,-1.0,1.1548,0.84004,117.633,0.57347,1.30752,1.3521,7.7601,1.4711,976.99,10.5077
-1.0,0.10845999999999999,0.00098717,1.1548,0.8407100000000001,117.429,0.57665,1.30974,1.3535,7.7606,1.4843,968.79,10.5173
-1.0,0.107296,0.00098619,1.1541,0.8414299999999999,117.946,0.5746399999999999,1.31073,1.3508,7.7615,1.48,973.1,10.5205
-1.0,0.108696,0.00100301,1.1578,0.84198,117.97399999999999,0.5764199999999999,1.31359,1.3554,7.7607,1.4953,974.58,10.5159
-1.0,0.105708,0.00098814,1.1522,0.84004,118.417,0.57458,1.3123,1.3544,7.7606,1.4985,973.14,10.4555
-1.0,-1.0,-1.0,1.148,0.83704,118.241,0.573,1.30647,1.3496,7.7605,1.4932,967.96,10.4364
-1.0,0.105374,0.00097752,1.1464,0.8394799999999999,118.84700000000001,0.5732,1.30837,1.3527,7.7616,1.5096,968.24,10.4408
-1.0,-1.0,-1.0,1.1482,0.84,118.53,0.57393,1.3114700000000001,1.3585,7.7614,1.5186,974.7,10.4858
-1.0,0.104466,0.00097466,1.1513,0.8387700000000001,117.014,0.5707399999999999,1.30844,1.3521,7.759,1.5109,965.86,10.5046
-1.0,-1.0,-1.0,1.1518,0.8419,116.899,0.57318,1.31635,1.3514,7.7583,1.5084,966.28,10.4804
-1.0,0.103466,0.00096432,1.142,0.8431799999999999,115.975,0.57453,1.32023,1.3539,7.7583,1.5128,968.62,10.4675
-1.0,0.103146,0.00095147,1.138,0.8386100000000001,115.839,0.57017,1.31121,1.3459,7.7588,1.5079,970.99,10.45
-1.0,0.10204099999999999,0.00095602,1.1369,0.84072,116.235,0.5725399999999999,1.31738,1.3459,7.7577,1.5084,968.4,10.4591
-1.0,0.102171,0.00095148,1.1322,0.83299,116.075,0.57165,1.30408,1.3407,7.7577,1.5036,969.35,10.5321
-1.0,0.097466,0.00094429,1.1352,0.8314,116.454,0.57048,1.2993,1.3442,7.7585,1.5024,971.09,10.5797
-1.0,0.097847,0.00094429,1.1402,0.83311,117.47399999999999,0.57176,1.30041,1.3501,7.759,1.5219,975.36,10.6065
-1.0,0.10005,0.00096246,1.147,0.84116,117.774,0.57603,1.31281,1.3634,7.761,1.5427,977.0,10.6996
-1.0,0.10005,0.0009901,1.1574,0.83936,117.92200000000001,0.57611,1.30883,1.3666,7.7616,1.5414,981.68,10.7765
