-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
7.1,245,12.5,18.9
7.5,254,12.6,18.5
3.8,265,9,19.1
5.3,235,8.8,19.5
3.6,232,9.3,20.1
7.8,228,10.7,20.4
3.3,254,7.8,20.9
4.9,259,7.2,20.8
6.8,222,8.3,21.4
8.1,232,10.6,21.1
7.4,230,10.6,21.2
4.8,234,7.3,21.5
5.8,227,9.8,21.7
4,233,6.2,22.3
11.1,229,12.7,21.9
5.4,238,9.4,21.6
8.1,242,10.3,21.1
5.5,229,7.4,21.8
6.9,222,8.9,21.7
8.4,230,12.1,21.5
8.4,231,10.8,21.3
4.1,244,7.5,21.4
6.4,225,12.6,20.8
6.3,226,10.8,20.6
5,242,8.9,20.5
5,243,6.9,21.1
6.2,218,10.1,20.6
6.4,269,12.2,19.6
7,271,9,19.3
3.9,245,7.6,20.3
7.2,255,9.9,20.2
7,268,9.2,20.3
6.6,270,10,19.9
7.4,253,10.4,20.4
3.4,238,6.6,20.5
2.8,254,9.9,20.7
8.8,267,11.7,19.9
6,268,10.5,20
7.7,286,10.1,20.3
7.6,269,10,20.3
7.4,253,13.7,20.5
7.4,276,11.1,20.8
3.4,255,9.3,21.5
8.6,278,11.3,20.8
6.7,274,9.5,21.5
7.6,282,9.4,20.8
4.2,205,5.6,23
8.5,223,11.2,23.7
8.2,217,11.2,24.3
7.6,220,12.9,24.8
9.8,242,13.1,24.4
9,225,11.5,25.2
11.1,227,12.8,25.2
6,233,10,25.1
6.2,228,8.6,24.3
3.5,248,7.8,23.9
6.8,234,9.3,23.8
4.3,245,9.8,22.3
11.6,223,13.9,23.3
9.7,216,11.4,23.7
9.2,217,10.8,23.9
6.1,195,8.8,23.9
10.9,204,13.1,23.7
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
16.3,186,18.7,20.3
16.4,180,19.6,20.1
11.6,208,14.9,20.7
14.8,209,16.8,20.7
17,199,19.8,20.6
18.1,195,20.5,20.4
16.3,190,18.1,20.1
-1,-1,-1,-1
14.6,194,18.6,19.8
15.6,199,17.9,20
13.9,210,16,20.1
15.8,188,18.9,19.7
14.3,187,16.5,19.7
14.3,199,16.9,20
14.5,208,18.2,20.2
15.3,192,17.9,19.9
14.8,201,17.9,20.1
15.6,213,18,20.1
15.1,198,17,20.5
13.4,211,17.1,20.6
11.6,189,13.5,20.3
14.3,215,15.8,20.2
10.5,192,12.1,20.4
11.8,177,13.7,20.4
9.9,206,12.4,20.8
12.4,205,14.7,20.8
14.5,187,15.9,20.6
11.4,209,14.5,20.8
13.7,200,15.4,21
12,201,14.8,21.3
14.3,197,16.6,21
15.1,190,17.3,20.6
12.5,210,15,20.5
13.4,206,15.6,20.6
11.5,196,13.6,20.6
15.1,203,16.7,20.6
12.9,199,15.4,20.6
11.3,201,14.3,20.6
14.2,199,16.2,20.3
13.3,203,15.6,20.3
11.6,195,14.5,20.3
13.9,197,15.8,20.3
13.3,199,14.6,20.2
13.5,206,15.9,20.2
13.4,210,15.2,20.2
12.5,210,15.1,20.5
14.3,215,18.1,20.4
12.7,209,15.5,20.5
13.3,206,14.8,20.5
13.1,211,15,20.5
10.7,210,12.3,20.5
15.2,219,17.2,20.3
13.3,210,14.9,20.4
14.6,210,17.4,20.1
