7.3,274,8.9,15.2
7.2,287,8.3,15.2
7.3,288,8.3,15.2
7.2,288,8.3,15.1
7.4,287,8.6,15.1
7.5,289,8.8,15.1
7.6,291,9.2,15
7.4,291,9.2,14.9
9.4,301,12.1,14.9
10.8,301,12.1,14.9
10.8,301,12.3,14.8
10.2,301,12.3,14.7
-1,-1,-1,-1
8.4,297,10,14.5
8.1,294,9.6,14.3
7.9,294,8.9,14.2
7.9,294,8.9,14.2
8.1,296,10.3,14.2
8.1,290,9.2,14.1
8,290,9.3,14
7.5,290,9.3,14
8.1,280,9.5,13.9
8.4,280,9.5,13.9
7.9,274,9.5,13.8
8.1,274,9.5,13.7
9.1,274,10.6,13.8
9.5,274,10.6,13.8
10.3,269,12.3,13.9
10,266,12.7,14
9.8,266,11.2,14
10.6,266,13.7,14
11.7,266,13.7,13.9
11.7,270,14.4,14
11.1,270,14.4,14.1
11.4,269,13.2,14.2
11.6,269,13.2,14.3
12.3,266,13.6,14.4
12.6,263,14.2,14.6
13.3,261,15.4,14.6
13.7,261,15.4,14.6
13.2,262,15.8,14.7
12.7,265,14.6,14.7
11.6,265,14.6,14.7
11.8,270,14.5,14.7
12.4,270,14.5,14.7
13.4,262,16.2,14.8
13.8,262,16.1,14.9
14.6,260,16.7,14.9
13.9,261,15.8,14.8
13.6,258,16,14.9
14.1,257,16.2,14.8
13.5,262,16.4,14.8
12.3,265,14.6,14.7
12.7,262,15.2,14.8
13.6,259,15,14.7
13.9,255,15.8,14.8
14,255,15.8,14.7
12.8,263,15.5,14.8
13.2,263,15.5,14.8
12.1,264,13.8,14.8
12,264,13.8,14.8
11.5,274,13.3,14.6
11.4,268,13,14.6
12.4,268,13,14.7
13.3,262,15.5,14.7
12.3,261,15.3,14.6
11.8,260,14.4,14.7
13,262,15.3,14.6
12.9,270,15.6,14.6
12,270,15.6,14.6
11.9,271,15.5,14.6
11.3,271,15.5,14.7
11.1,270,14.7,14.6
12.3,269,14.6,14.6
11.8,269,14.6,14.6
12.1,264,14.5,14.6
11.4,266,13.9,14.6
11.9,264,14.1,14.5
10.9,264,14.1,14.5
12.5,265,14.4,14.5
12.2,264,15,14.4
11.7,273,14.8,14.4
11,275,13.2,14.4
11.3,270,14.9,14.3
-1,-1,-1,-1
10.9,277,13.8,14.3
10.4,279,13.3,14.3
11.1,278,13.3,14.3
10.8,281,13.5,14.4
11.1,286,13.8,14.4
12.2,279,14,14.3
11.3,282,13.9,14.3
10.6,289,12.7,14.4
12.3,288,14.8,14.3
12.3,288,14.8,14.2
11.5,287,14.7,14.3
10.5,284,12.5,14.4
10,284,12.5,14.3
9.6,279,12.1,14.4
8.9,279,12.1,14.4
8.5,288,10.2,14.4
8.3,283,10.3,14.4
8.5,276,10.5,14.3
6.6,274,8.9,14.4
6.1,274,7.8,14.5
6.4,267,7.9,14.5
7.4,254,9,14.4
7.6,248,8.6,14.4
7.6,252,8.6,14.4
7.5,242,9.1,14.4
8.3,242,9.1,14.4
8.9,240,10.8,14.4
8.7,240,10.8,14.5
8.4,246,10,14.5
8.1,246,10,14.5
8.9,240,10.1,14.5
9.3,240,10.1,14.5
9.5,241,11.4,14.6
9.6,238,11.1,14.5
9.9,242,11.3,14.5
11,240,12.6,14.5
11,238,12.6,14.6
12,241,13.3,14.5
11.2,235,12.6,14.5
10.7,234,12.2,14.6
10.7,237,12.3,14.7
11,241,12.5,14.7
12,243,13.6,14.7
12.4,243,13.6,14.7
13.1,243,14.7,14.7
12.8,243,14.7,14.7
12.9,237,14.7,14.8
12.1,237,14.7,14.9
12.5,243,14,14.9
13,243,14,14.9
13.9,242,15.4,14.9
14.2,242,15.6,15
13.3,242,14.7,15.1
12.7,244,14.2,15.2
12.7,244,14.2,15.2
12.9,239,14.4,15.3
12.1,239,14.4,15.4
13.3,245,14.5,15.4
12.6,245,14.5,15.4
12.6,244,14.3,15.5
13,247,13.9,15.4
12.9,247,13.9,15.5
12.8,249,14,15.5
13.6,249,14,15.5
13,246,14.5,15.5
13.4,246,14.5,15.3
14.6,249,16.2,15.3
14.3,249,16.2,15.3
14.2,247,15.9,15.4
14.5,245,16.5,15.4
14.8,249,17.2,15.4
-1,-1,-1,-1
16.3,247,19.1,15.4
14.2,240,16.9,15.6
14.8,241,16.8,15.5
14.6,248,16.5,15.4
13.4,246,15.9,15.5
13.8,240,15.9,15.5
14.6,245,17.9,15.4
14.9,240,17,15.3
15,244,17.3,15.1
14.9,244,17.3,15.3
15.9,235,17.9,15.2
16.4,235,17.9,15.1
16.5,234,18,15.1
16.5,234,18,15.1
16,237,18.6,15.1
16.6,239,19.1,15.1
16.8,237,19.2,15.2
17.3,240,20.2,15.2
17,235,19.9,15.1
15.2,236,17.4,15.1
15.5,234,18,15
16,234,18.7,15.1
16.7,236,18.8,15
16.3,237,18.1,15
16,234,17.9,15.1
15.4,234,17.9,15.2
15.5,237,17.5,15.1
16.3,240,17.8,15.2
15.4,249,17.5,15.2
15,246,18.7,15.2
14.9,246,18.7,15.4
16.8,254,19.4,15.1
17.5,254,19.4,15.1
17.9,252,20,15.2
18.1,252,20,15.2
16.9,252,19.6,15.2
17.3,252,19.5,15.2
17.6,252,19.5,15.2
17.5,252,20.1,15.3
17.6,253,20.6,15.3
17.5,252,20.2,15.2
17.7,254,19.9,15.2
17.8,251,20,15.2
18.3,251,20,15.1
17.5,250,20,14.9
18.1,251,20.8,14.9
18.4,249,20.9,15.1
18.8,249,22.3,15.2
19.1,251,23,15.1
19,251,23,15.1
19.5,251,22.1,15.1
19.6,250,22,15.1
18.6,249,21.5,15.2
