11.1,270,12.5,14.9
10.8,272,12.6,14.9
10.2,270,11.7,15
10.7,277,12.9,15
11.7,278,12.9,15
11.9,277,13.4,15
11.8,276,13.3,15
11.8,277,12.7,15
10.8,278,11.9,15
10.9,279,12.2,15.1
10.6,281,11.8,15.1
10.2,282,11.5,15.1
10.4,284,12.6,15.2
11.6,294,13.7,15.4
12.7,299,15.3,15.6
14.1,300,16.1,15.6
14.7,294,17.5,15.6
15.3,298,17.9,15.4
13.9,297,17.3,15.4
13.8,297,15.9,15.3
14.6,302,16.3,15.1
14.4,304,16.5,15.1
14.5,299,17.5,15.1
16,303,18.2,14.9
15.6,301,19.2,14.8
16.1,300,19.6,14.8
15.4,295,17.7,14.7
13.4,293,15.3,14.7
14,292,16.7,14.8
14.1,292,15.8,14.7
13,291,16,14.7
11.7,285,13,14.6
11.5,282,12.7,14.6
12.4,279,13.7,14.5
12.6,276,14.2,14.5
12.4,279,13.8,14.6
12.9,275,14.6,14.5
-1,-1,-1,-1
12.8,273,13.9,14.5
13.2,273,15.3,14.5
13.5,271,15.7,14.4
13,272,14.4,14.4
12.4,271,14.7,14.4
13.2,270,15.8,14.3
12,265,14.1,14.4
12.3,259,14.5,14.3
11.9,259,14,14.2
11.8,258,13.5,14.2
11.9,259,13.2,14.2
11.7,259,13.1,14.3
11.6,260,12.7,14.2
11.4,259,13.3,14.3
11.8,259,13.1,14.3
11.9,263,14.3,14.3
12.8,266,14.9,14.3
12.8,268,15.2,14.4
11.3,266,13.2,14.4
11.2,264,13,14.4
11.5,262,14.8,14.3
11.1,260,13.3,14.3
10.6,259,12.4,14.4
11.1,262,12.7,14.5
11.3,263,12.7,14.5
11.8,258,13.4,14.5
12,253,14.1,14.5
11.3,249,13.6,14.4
11.7,252,14,14.3
11.8,255,13.8,14.3
12.2,255,14.3,14.3
12.9,253,14.7,14.3
13.1,255,14.8,14.4
12.2,253,14.2,14.5
12.4,253,14.6,14.4
11.9,252,13.4,14.4
11.8,248,13.4,14.4
11.6,249,13,14.4
12.1,254,13.9,14.4
12.8,253,14.6,14.4
12.1,253,13.8,14.4
12.8,255,14.6,14.5
12.5,257,13.9,14.5
13,257,14.3,14.6
13.2,258,15.1,14.5
12.6,264,14.2,14.8
12.9,262,15,14.8
11.9,262,13.7,14.9
11.5,260,13.7,14.9
12.3,266,13.7,14.9
12.1,268,14.5,15.1
12.1,267,14.1,15.2
12.3,272,13.8,15
13.1,275,15.1,15
13.6,281,15.7,15
14.3,282,15.8,14.9
14.8,278,17.8,14.9
13.4,283,14.9,15.1
13.4,281,15.3,15
12.4,282,14.2,15
11.9,280,13.4,15.1
12.1,276,13.6,15
11.4,282,12.9,14.9
11.1,279,12.3,15
10.6,279,12.3,15.1
11.1,273,12.6,15.2
11.1,274,12.9,15.2
10.4,271,12,15.2
10.8,272,12,15.2
11.2,276,12.6,15.1
10.7,274,12,15.2
10.3,276,11.3,15.1
10.1,277,11.2,15.1
9.7,274,10.7,15.1
9.8,272,10.9,15.1
8.8,275,10,15.2
8.6,271,9.7,15.2
9,268,10.2,15.2
8.8,269,9.8,15.2
8.9,267,9.8,15.2
9.3,268,10.4,15.2
9.9,271,11,15.1
8.9,272,10.3,15.3
8.7,274,10,15.4
8.6,270,10.1,15.5
9.1,272,10.2,15.6
9.2,276,10.3,15.6
8.8,279,10.3,15.6
8.4,277,10.1,15.7
9,277,10.5,15.6
9.4,277,10.4,15.7
9.1,274,10.4,15.8
8.9,271,9.8,15.8
8.6,272,9.4,15.9
8,269,8.9,16
8.1,271,8.9,16
8,270,9.1,16.1
7.5,265,8.4,16.2
8,265,8.9,16.1
7.2,258,8.2,16.1
8.5,262,9.8,16.2
9,263,10,16.2
8,257,9,16.1
9.6,264,10.5,16.2
8.7,267,10,16.4
8.3,268,9.6,16.4
8.7,272,9.8,16.4
8.4,268,9.8,16.5
7.5,262,8.9,16.6
