3.648859839013722794e-01,6.153961784334937013e-01
7.538124164297654861e-02,3.688240060019745137e-01
9.331401019825216192e-01,6.513781432265773885e-01
3.972025777261541934e-01,7.887301429407455045e-01
3.168361221688712481e-01,5.680986526260691782e-01
8.691273895612258160e-01,4.361734238956793686e-01
8.021476420801590956e-01,1.437668245145645729e-01
7.042609711183354104e-01,7.045813081895725416e-01
2.187921056740885772e-01,9.248676286155650406e-01
4.421407554041766330e-01,9.093159589724725267e-01
5.980922277985190050e-02,1.842870838138136458e-01
4.735527880151513269e-02,6.748809435823301950e-01
5.946247799344488438e-01,5.333101629987505587e-01
4.332406269480348904e-02,5.614330800633978713e-01
3.296684456209150182e-01,5.029668331126183611e-01
1.118943175744038232e-01,6.071937062184845635e-01
5.659446430505313819e-01,6.764061990002789848e-03
6.174417088042970514e-01,9.121228864331543118e-01
7.905241330570333957e-01,9.920814661883614605e-01
9.588017621528664991e-01,7.919641352916397814e-01
2.852509600245097809e-01,6.249167053059110355e-01
4.780937956706745595e-01,1.956751786658982306e-01
3.823174520315064662e-01,5.387368514623658289e-02
4.516484082608590578e-01,9.820047415219544940e-01
1.239427004869629867e-01,1.193808979262483971e-01
7.385230561433467900e-01,5.873036334639846201e-01
4.716325343203677800e-01,1.071268171938662972e-01
2.292185654606179179e-01,8.999651948366753640e-01
4.167535378026931969e-01,5.358516625316158688e-01
6.208516587129397912e-03,3.006417057703011375e-01
4.368931721756101894e-01,6.121489970657575386e-01
9.181980753805730755e-01,6.257366699625352968e-01
7.059975650817732484e-01,1.498337159899272297e-01
7.460634091367166487e-01,8.310069924335378166e-01
6.337257689509790959e-01,4.383098811224275249e-01
1.525727746745053626e-01,5.684096152471901364e-01
5.282242775850605199e-01,9.514287637535931985e-01
4.803591785100160827e-01,5.025595633825503672e-01
5.368781929244097473e-01,8.192020670641583235e-01
5.711563808885988802e-02,6.694217430745488251e-01
7.671166283794724761e-01,7.081153619776038299e-01
7.968671837251966039e-01,5.577608284274494510e-01
9.658365319921276004e-01,1.471568998929971839e-01
2.964700053541557967e-02,5.938934926247717572e-01
1.140656987426624802e-01,9.508098500841222211e-01
3.257074144253472303e-01,1.936186901537771954e-01
4.578116488974275367e-01,9.204025710930877624e-01
8.790691615146757343e-01,2.526157550465302215e-01
3.480087928693461619e-01,1.825887315803087496e-01
9.017960513709920578e-01,7.065281631717974520e-01
7.266584615621407561e-01,9.000878368097077198e-01
7.791638007693242329e-01,5.991547806042923918e-01
2.911252448978748353e-01,1.513952644074321174e-01
3.351746591494348948e-01,6.575517771578194282e-01
7.334254363261816234e-02,5.500639540622365153e-02
3.231948139211764381e-01,5.904818044629861484e-01
8.538985671256417165e-01,2.870624250000090028e-01
1.730672268147921411e-01,1.340212059988428184e-01
9.946538286442945243e-01,1.794978694693918353e-01
3.175468230271958348e-01,5.682914046591072132e-01
9.348574500244510865e-03,9.006486211550919219e-01
9.772414309225870843e-01,5.568946791368348803e-01
8.477384339419014037e-02,3.330024657291000834e-01
7.284286763696720124e-01,1.424353733418172174e-01
5.524689394975454970e-01,2.730432596836855907e-01
9.744951380872597380e-01,6.677869061450376620e-01
2.556532864341396483e-01,1.083114941827287847e-01
7.761807231738822033e-01,7.824779926002020103e-01
7.616039143074940787e-01,9.144031132693237751e-01
6.586227819424226304e-01,5.683675815729324343e-01
2.017556924529783080e-01,6.982963755517611615e-01
9.521954098154773449e-01,8.899632871420051217e-01
9.935673628631737087e-01,8.187035102039255108e-01
5.451221661797198692e-01,4.512540549640983167e-01
8.905571879288572967e-01,9.732647911186689260e-01
5.934113295689696921e-01,3.660744977204708483e-01
3.230946929662494860e-01,8.714232550486979978e-01
2.156340629883958249e-01,7.349451885621963720e-01
3.656190873671856245e-01,8.016025985027601664e-01
7.827355919753762326e-01,7.013553792366929995e-01
6.227765866031991226e-01,4.936826457471120699e-01
8.405377001184887176e-01,7.120969869436473143e-01
4.439089814158524439e-01,3.103486113333264740e-02
3.632397601935980491e-01,7.307217914103387724e-01
4.755665730836415861e-01,3.444169701220026747e-01
6.408804349960187663e-01,1.262053216143994572e-01
1.714652609642497438e-01,7.370864936885216379e-01
1.270293935724023937e-01,3.696498749466268219e-01
6.043340048360263950e-01,1.031044388556472402e-01
8.023741823372101400e-01,9.455532358421243622e-01
9.790388199339375985e-01,8.812322463389270499e-01
6.276819214639751676e-01,9.304865334026656276e-01
7.247899531024388775e-01,7.166778860553562058e-01
4.107856658418385098e-02,4.394817751674748862e-01
2.820697831160877689e-01,3.349959688919272871e-01
8.352700704440030322e-02,7.608491470573860438e-01
5.092724471639539230e-01,6.610474176084522036e-01
6.303144424842814786e-01,3.709268274575274749e-01
4.467401517308446923e-01,4.151082201975931918e-01
4.803885080134066010e-01,9.833235733884662100e-01
3.734237073535373597e-01,1.240698172771359520e-02
9.219033377990288880e-01,8.732760703442079553e-01
3.517468215875887427e-01,6.301331125022920920e-01
3.578269593416910643e-01,2.128199376484649630e-01
2.233192231226521773e-01,4.195637917308276954e-01
7.291022107806677255e-02,6.508390701366922881e-01
7.556861489509374419e-01,9.321012263118122476e-01
3.764041595819979102e-01,2.969272834495334523e-01
3.719443124941501644e-01,8.276993588036342109e-01
9.011395352502947764e-01,4.273037848574962050e-01
2.189430823121618630e-03,4.196524456467021214e-02
1.417873831627646242e-01,5.982371851051666578e-01
1.064605220118608475e-01,2.971589861743179073e-01
5.839198991213279122e-02,6.213248602513615770e-01
2.268047612478329977e-02,8.550546861316566938e-01
3.063372028662724178e-01,7.587834447539041349e-01
5.632751101398660865e-01,3.816418217864814277e-02
5.655167240598378831e-01,6.588734886482086051e-01
1.832663493926778298e-01,7.974113080911385820e-01
6.123674294689488429e-01,5.556533844497368868e-01
